YEAR,MONTH,DAY,STID,TMAX,TMIN,DMAX,DMIN,HMAX,HMIN,PDIR,WSMX,WSMN,RAIN
2018,10,3,NRMN,87.17,70.65,71.48,67.00,93.49,53.69,8,20.11,7.00,0.00
2018,10,4,NRMN,87.06,64.60,72.59,62.73,93.91,57.01,8,14.46,0.91,0.00
2018,10,5,NRMN,87.48,64.85,72.02,63.13,94.50,52.86,8,17.48,0.79,0.00
2018,10,6,NRMN,76.03,58.42,71.14,54.56,96.76,68.02,8,15.02,1.90,0.23
2018,10,7,NRMN,79.34,58.68,71.85,57.66,99.38,70.98,7,16.91,0.61,1.02
2018,10,8,NRMN,80.47,67.15,70.42,65.19,97.11,66.73,7,17.00,1.50,0.37
2018,10,9,NRMN,70.14,58.05,68.70,55.85,98.38,86.40,8,19.35,1.28,0.92
2018,10,10,NRMN,61.95,47.71,56.06,42.14,93.13,57.02,14,15.27,2.45,0.00
2018,10,11,NRMN,64.15,44.82,48.88,39.30,88.45,48.63,1,14.33,1.35,0.00
2018,10,12,NRMN,62.64,51.37,58.99,45.92,97.36,69.75,8,11.65,1.20,0.61
2018,10,13,NRMN,55.45,49.39,51.87,48.01,99.50,80.19,3,14.16,1.36,0.29
2018,10,14,NRMN,63.57,36.87,56.03,33.60,99.77,76.19,15,24.49,0.75,0.00
2018,10,15,NRMN,50.63,35.67,33.85,29.55,90.10,47.54,0,24.45,4.89,0.00
2018,10,16,NRMN,55.27,40.63,43.71,30.90,95.34,42.69,-996,11.10,0.00,0.00
2018,10,17,NRMN,67.86,40.10,49.18,37.20,97.54,34.80,-996,13.78,0.00,0.00
2018,10,18,NRMN,58.95,53.10,53.61,46.04,92.03,65.29,-996,8.69,0.05,0.05
2018,10,19,NRMN,59.79,50.04,56.94,49.76,100.00,83.02,-996,8.72,0.48,0.89
2018,10,20,NRMN,70.03,46.27,53.49,39.31,100.00,33.62,-996,14.37,0.00,0.00
2018,10,21,NRMN,68.79,39.31,45.43,38.33,99.26,35.98,-996,8.16,0.00,0.00
2018,10,22,NRMN,67.86,45.32,50.11,41.15,86.31,48.31,8,12.26,2.71,0.00
2018,10,23,NRMN,-996.00,-996.00,-996.00,-996.00,-996.00,-996.00,-996,-996.00,-996.00,0.00
2018,10,24,NRMN,56.43,45.13,52.37,44.20,98.15,67.06,-996,12.76,0.00,0.30
2018,10,25,NRMN,57.79,47.95,51.64,46.12,98.46,76.81,-996,8.23,0.81,0.08
2018,10,26,NRMN,71.94,42.76,51.67,42.55,99.54,41.26,-996,10.08,0.00,0.00
2018,10,27,NRMN,80.40,43.33,53.60,40.24,100.00,25.13,-996,9.37,0.00,0.01
2018,10,28,NRMN,74.21,47.53,54.00,38.09,92.76,28.61,-996,16.53,0.00,0.00
2018,10,29,NRMN,81.82,46.32,60.51,39.95,88.48,40.29,-996,18.23,0.00,0.00
2018,10,30,NRMN,73.18,54.90,64.25,44.62,92.02,63.78,8,19.19,5.40,0.00
2018,10,31,NRMN,55.06,48.15,47.45,39.17,93.76,65.34,0,15.50,4.15,0.41
2018,11,1,NRMN,60.80,45.62,41.96,34.99,83.68,40.15,15,12.46,0.00,0.00
2018,11,2,NRMN,62.40,45.01,40.73,34.35,83.14,35.44,12,14.13,1.43,0.00
2018,11,3,NRMN,68.20,45.93,51.07,35.32,75.42,48.46,7,18.07,6.08,0.00
2018,11,4,NRMN,59.36,41.98,40.90,33.53,87.89,39.21,14,13.82,1.44,0.00
2018,11,5,NRMN,70.16,45.64,50.51,38.69,88.38,36.55,-996,17.32,0.00,0.00
2018,11,6,NRMN,72.75,40.16,44.06,37.51,96.95,31.03,-996,15.16,0.00,0.00
2018,11,7,NRMN,59.38,47.41,42.15,33.28,68.99,44.10,2,17.29,7.50,0.00
2018,11,8,NRMN,49.62,38.65,40.57,34.34,96.59,56.52,1,18.88,4.88,0.00
2018,11,9,NRMN,51.33,28.42,36.95,17.35,93.29,41.79,0,19.64,5.98,0.00
2018,11,10,NRMN,51.57,21.61,26.51,15.32,82.00,31.25,7,14.69,2.83,0.00
2018,11,11,NRMN,49.26,39.93,34.31,26.32,69.91,52.56,7,15.03,4.11,0.00
2018,11,12,NRMN,43.53,25.96,35.24,19.73,98.31,64.84,0,25.93,5.73,0.28
2018,11,13,NRMN,34.91,18.89,20.12,14.24,91.65,44.63,-996,16.77,0.00,0.01
2018,11,14,NRMN,44.87,18.23,23.83,16.12,95.70,34.66,-996,7.05,0.00,0.00
2018,11,15,NRMN,67.15,27.46,34.44,16.93,78.80,25.46,8,16.33,0.28,0.00
2018,11,16,NRMN,68.20,33.31,38.74,30.29,92.99,31.48,-996,11.90,0.00,0.00
2018,11,17,NRMN,66.18,36.34,39.18,32.71,88.97,29.96,8,21.27,2.27,0.00
2018,11,18,NRMN,36.01,27.80,33.19,24.62,95.76,78.19,15,18.95,3.49,0.00
2018,11,19,NRMN,53.15,22.76,32.84,21.78,97.09,44.58,-996,10.44,0.00,0.00
2018,11,20,NRMN,56.01,27.47,33.78,24.78,96.05,33.60,-996,6.02,0.00,0.00
2018,11,21,NRMN,58.23,30.17,32.72,25.79,90.36,35.90,-996,12.71,0.23,0.00
2018,11,22,NRMN,62.92,36.73,39.95,31.20,83.80,34.52,7,15.11,3.97,0.00
2018,11,23,NRMN,69.31,41.88,48.37,28.53,77.10,23.68,8,19.26,0.00,0.00
2018,11,24,NRMN,71.46,32.77,37.62,26.99,87.64,21.18,-996,21.97,0.00,0.00
2018,11,25,NRMN,59.59,30.07,39.56,22.01,73.07,44.87,14,37.36,8.52,0.00
2018,11,26,NRMN,48.69,23.37,28.17,19.50,91.81,42.64,-996,15.20,0.05,0.00
2018,11,27,NRMN,53.22,24.23,30.56,19.58,93.65,38.67,-996,8.20,0.00,0.00
2018,11,28,NRMN,64.09,31.40,35.71,26.45,84.23,29.14,-996,14.35,0.00,0.00
2018,11,29,NRMN,72.55,34.05,44.09,27.09,94.43,18.82,-996,19.57,0.00,0.00
2018,11,30,NRMN,66.63,34.69,61.87,32.57,98.59,70.04,6,24.81,0.19,0.31
2018,12,1,NRMN,64.72,42.33,45.29,25.72,80.24,23.37,11,25.99,4.38,0.00
2018,12,2,NRMN,52.86,30.94,32.82,28.47,93.61,39.33,14,20.22,1.98,0.00
2018,12,3,NRMN,38.92,27.58,30.09,20.60,87.95,59.84,0,16.39,0.04,0.00
2018,12,4,NRMN,34.56,25.81,24.99,20.23,90.83,63.49,1,11.58,1.06,0.00
2018,12,5,NRMN,51.64,23.24,31.46,20.21,93.09,31.31,7,14.58,0.00,0.00
2018,12,6,NRMN,49.60,37.32,35.52,29.81,76.64,56.05,8,16.38,4.59,0.00
2018,12,7,NRMN,37.29,32.06,30.82,27.31,88.89,71.85,1,12.86,6.48,0.00
2018,12,8,NRMN,34.56,30.74,30.69,28.27,93.28,82.78,0,15.06,5.29,0.10
2018,12,9,NRMN,45.42,25.48,30.08,20.24,84.85,37.33,-996,12.97,0.00,0.02
2018,12,10,NRMN,51.69,22.55,27.73,18.86,93.80,32.10,-996,6.19,0.00,0.00
2018,12,11,NRMN,60.51,25.65,38.08,21.21,88.46,35.32,8,22.79,0.00,0.00
2018,12,12,NRMN,59.77,34.62,49.11,32.80,97.44,57.89,-996,13.08,0.00,0.00
2018,12,13,NRMN,54.52,38.84,52.83,36.67,99.32,88.58,0,27.22,0.18,0.71
2018,12,14,NRMN,49.80,35.40,37.18,18.87,93.37,37.50,15,24.14,8.28,0.25
2018,12,15,NRMN,58.26,28.16,25.24,11.77,72.93,15.84,-996,10.74,0.00,0.00
2018,12,16,NRMN,56.10,28.44,31.05,21.82,85.39,34.63,-996,11.98,0.00,0.00
2018,12,17,NRMN,56.73,28.57,34.18,22.61,88.13,26.89,-996,8.51,0.00,0.00
2018,12,18,NRMN,59.47,36.48,42.92,32.24,92.35,45.90,7,11.89,0.03,0.00
2018,12,19,NRMN,53.26,42.99,50.15,36.24,99.73,58.31,7,15.19,3.78,0.01
2018,12,20,NRMN,55.90,37.45,36.67,21.43,63.86,26.49,15,29.35,7.08,0.00
2018,12,21,NRMN,56.25,25.76,28.28,20.79,85.22,27.09,14,13.48,0.00,0.00
2018,12,22,NRMN,57.67,32.65,32.18,27.33,81.90,36.81,0,17.56,2.50,0.00
2018,12,23,NRMN,49.48,33.47,34.01,27.59,90.43,45.34,-996,16.74,0.00,0.00
2018,12,24,NRMN,55.53,33.23,37.37,25.94,81.13,41.71,7,18.88,1.86,0.00
2018,12,25,NRMN,58.55,29.37,54.18,28.76,99.33,63.54,-996,12.28,0.00,0.00
2018,12,26,NRMN,59.50,52.16,57.69,51.88,99.59,90.09,6,31.14,0.23,2.64
2018,12,27,NRMN,53.02,30.10,52.19,23.29,97.49,63.46,14,22.95,6.44,0.00
2018,12,28,NRMN,35.52,25.20,23.16,18.31,83.57,56.84,15,18.61,5.65,0.00
2018,12,29,NRMN,34.20,23.67,22.78,18.30,84.33,56.61,-996,13.25,0.01,0.00
2018,12,30,NRMN,37.14,25.17,32.75,20.59,93.43,67.30,-996,9.65,0.00,0.06
2018,12,31,NRMN,52.23,29.24,41.74,22.91,98.36,61.70,9,22.73,0.81,0.32
