YEAR,MONTH,DAY,STID,TMAX,TMIN,DMAX,DMIN,HMAX,HMIN,PDIR,WSMX,RAIN
2019,2,27,NRMN,33.18,21.31,32.11,19.75,99.19,90.86,-996,-996.00,0.00
2019,2,28,NRMN,25.04,20.22,23.71,18.57,94.60,87.25,-996,-996.00,0.00
2019,3,1,NRMN,36.79,24.79,30.62,22.96,94.85,74.50,-996,-996.00,0.03
2019,3,2,NRMN,35.82,26.48,30.70,25.05,95.27,74.43,-996,-996.00,0.00
2019,3,3,NRMN,32.10,13.84,28.89,3.60,95.20,59.01,0,22.01,0.00
2019,3,4,NRMN,26.55,10.13,7.91,-3.22,75.34,31.29,0,17.16,0.00
2019,3,5,NRMN,42.54,12.94,11.94,3.68,81.25,22.23,15,14.36,0.00
2019,3,6,NRMN,53.62,20.40,20.69,9.07,64.95,19.75,7,18.79,0.00
2019,3,7,NRMN,61.29,39.90,43.26,20.79,89.28,36.40,8,17.09,0.00
2019,3,8,NRMN,54.14,41.76,49.58,38.88,99.66,76.45,0,11.55,0.00
2019,3,9,NRMN,72.82,46.12,53.37,28.15,95.77,19.63,1,31.36,0.20
2019,3,10,NRMN,46.06,37.30,38.80,25.31,97.82,48.74,1,18.43,0.55
2019,3,11,NRMN,60.42,38.38,50.34,37.74,98.44,65.20,1,12.50,0.19
2019,3,12,NRMN,60.69,51.19,60.23,49.80,99.54,91.26,7,15.86,0.06
2019,3,13,NRMN,70.12,50.04,60.81,32.91,97.89,32.31,9,34.18,1.06
2019,3,14,NRMN,54.43,42.27,33.07,22.23,64.28,39.26,14,25.93,0.00
2019,3,15,NRMN,54.19,33.49,25.85,17.48,71.80,24.53,15,21.50,0.00
2019,3,16,NRMN,61.27,27.14,29.84,19.32,92.14,21.66,-996,7.87,0.00
2019,3,17,NRMN,67.51,32.20,34.18,24.52,86.66,22.11,-996,9.99,0.00
2019,3,18,NRMN,69.15,36.21,34.26,26.80,77.93,21.76,-996,9.23,0.00
2019,3,19,NRMN,70.56,43.93,42.59,28.76,67.49,23.42,8,19.60,0.00
2019,3,20,NRMN,62.65,42.97,44.02,26.57,93.91,27.61,14,17.71,0.02
2019,3,21,NRMN,67.51,37.47,39.10,28.11,76.37,28.79,-996,11.88,0.00
2019,3,22,NRMN,72.73,37.88,39.16,31.81,87.54,26.05,-996,15.99,0.00
2019,3,23,NRMN,74.03,50.47,58.53,38.03,94.90,40.94,7,17.26,0.33
2019,3,24,NRMN,67.17,49.48,59.31,44.42,92.04,51.31,15,12.00,0.00
2019,3,25,NRMN,60.48,42.95,46.78,39.56,91.81,56.42,0,14.39,0.00
2019,3,26,NRMN,68.61,38.27,45.94,37.13,99.22,32.77,-996,8.85,0.00
2019,3,27,NRMN,73.92,49.62,47.60,40.45,78.30,35.21,7,19.69,0.00
2019,3,28,NRMN,74.80,56.86,58.53,47.05,76.84,56.90,8,23.29,0.00
2019,3,29,NRMN,70.07,48.92,58.99,46.53,95.01,67.91,7,20.22,0.02
2019,3,30,NRMN,48.74,36.69,46.34,25.09,96.61,54.09,0,27.85,0.57
2019,3,31,NRMN,51.28,30.35,26.16,18.32,77.06,27.83,0,13.36,0.00
2019,4,1,NRMN,57.76,36.19,31.23,21.94,77.95,27.96,-996,10.38,0.00
2019,4,2,NRMN,70.88,38.84,39.63,28.69,79.70,27.76,7,15.48,0.00
2019,4,3,NRMN,67.14,50.07,51.14,38.08,77.77,43.65,7,22.24,0.05
2019,4,4,NRMN,72.91,52.32,57.62,49.47,97.55,45.39,0,25.79,0.29
2019,4,5,NRMN,75.72,45.68,56.83,45.07,98.85,42.89,6,12.91,0.00
2019,4,6,NRMN,73.15,59.34,61.39,53.79,96.24,55.85,6,16.86,0.32
2019,4,7,NRMN,72.66,55.98,61.01,53.18,99.43,63.91,-996,9.93,0.00
2019,4,8,NRMN,80.17,53.42,55.81,42.55,91.06,26.66,-996,14.84,0.00
2019,4,9,NRMN,86.41,50.70,52.72,42.84,94.03,22.28,-996,15.26,0.00
2019,4,10,NRMN,87.03,67.35,56.22,50.03,58.09,29.80,8,21.90,0.00
2019,4,11,NRMN,75.63,38.97,55.37,24.00,71.67,22.34,13,25.59,0.00
2019,4,12,NRMN,59.63,34.86,33.26,24.05,69.62,32.18,1,13.57,0.00
2019,4,13,NRMN,51.75,38.38,41.02,28.59,93.46,40.63,2,31.74,2.24
2019,4,14,NRMN,63.23,39.77,39.86,32.32,84.71,37.34,14,16.97,0.00
2019,4,15,NRMN,78.94,50.79,53.43,38.83,69.33,36.70,7,22.21,0.00
2019,4,16,NRMN,73.62,58.08,59.14,50.66,86.08,59.90,8,19.60,0.00
2019,4,17,NRMN,78.84,58.46,68.06,56.45,95.22,61.65,8,26.62,0.43
2019,4,18,NRMN,68.52,50.18,57.15,40.11,94.93,37.82,0,27.87,0.04
2019,4,19,NRMN,64.54,45.24,43.86,35.37,90.83,34.40,-996,20.13,0.00
2019,4,20,NRMN,78.31,41.03,50.74,36.63,92.64,33.27,-996,15.75,0.00
2019,4,21,NRMN,81.23,59.40,59.86,50.21,73.81,41.82,8,19.55,0.00
2019,4,22,NRMN,70.77,61.88,63.68,56.47,95.74,66.68,-996,16.02,0.05
2019,4,23,NRMN,64.49,55.81,63.32,53.77,98.08,82.91,0,27.51,0.50
2019,4,24,NRMN,61.77,53.17,55.52,52.22,98.39,77.04,-996,8.79,0.03
2019,4,25,NRMN,78.85,51.67,56.05,48.13,99.57,36.28,-996,22.73,0.00
2019,4,26,NRMN,75.06,46.07,50.92,41.11,97.12,30.69,-996,12.99,0.00
2019,4,27,NRMN,81.81,59.23,59.69,41.44,66.20,28.79,8,19.57,0.00
2019,4,28,NRMN,80.92,50.58,65.16,41.05,80.90,49.17,7,17.36,0.00
2019,4,29,NRMN,73.29,62.26,64.74,60.26,98.90,71.61,8,16.96,0.01
2019,4,30,NRMN,75.43,56.89,70.77,56.14,98.94,81.39,8,17.62,0.50
2019,5,1,NRMN,72.70,57.42,66.66,54.57,99.78,65.25,6,21.65,0.91
2019,5,2,NRMN,67.35,56.30,58.82,54.33,97.79,70.92,1,16.41,0.00
2019,5,3,NRMN,66.52,55.76,61.84,54.85,97.62,79.71,3,13.56,1.25
2019,5,4,NRMN,70.65,55.18,57.89,53.20,99.51,55.36,0,11.14,0.00
2019,5,5,NRMN,78.28,53.78,65.07,52.89,98.28,61.84,7,17.26,0.39
2019,5,6,NRMN,82.51,60.82,68.16,58.12,95.49,53.54,8,18.43,0.09
2019,5,7,NRMN,81.07,61.45,68.90,60.01,95.94,60.69,7,19.86,0.10
2019,5,8,NRMN,70.63,57.67,66.32,56.69,98.58,70.98,7,26.51,2.04
2019,5,9,NRMN,60.69,46.81,56.35,39.00,92.83,64.73,0,21.39,0.01
2019,5,10,NRMN,62.87,41.68,50.50,39.21,95.62,52.82,1,15.80,0.44
2019,5,11,NRMN,59.88,49.82,52.51,48.92,98.18,71.34,-996,11.62,0.12
2019,5,12,NRMN,74.03,45.31,53.16,40.72,99.61,30.67,-996,14.26,0.00
2019,5,13,NRMN,81.03,50.16,60.02,47.16,92.12,42.11,-996,16.05,0.00
2019,5,14,NRMN,82.26,60.31,60.01,53.59,80.23,40.37,9,16.04,0.00
2019,5,15,NRMN,85.33,61.50,65.36,57.36,86.55,45.22,9,16.75,0.00
2019,5,16,NRMN,85.37,63.95,69.34,60.09,87.89,47.21,8,16.09,0.00
2019,5,17,NRMN,82.09,67.69,67.42,61.06,87.27,58.32,8,19.24,0.00
2019,5,18,NRMN,74.82,61.57,69.50,59.92,97.46,78.70,7,26.71,0.82
2019,5,19,NRMN,76.62,51.75,66.34,48.38,98.52,47.38,4,16.92,0.00
2019,5,20,NRMN,79.54,59.90,72.76,55.94,97.89,73.68,7,18.81,1.09
2019,5,21,NRMN,75.36,62.40,67.81,41.39,99.42,29.82,8,27.72,1.91
2019,5,22,NRMN,84.58,55.54,73.34,46.18,83.25,54.76,8,15.60,0.00
2019,5,23,NRMN,84.11,72.82,72.10,67.21,94.25,61.27,7,20.47,0.00
2019,5,24,NRMN,83.95,64.44,72.18,63.27,97.55,65.24,7,24.92,0.76
2019,5,25,NRMN,84.09,64.09,71.98,62.01,97.65,65.00,8,29.10,1.07
2019,5,26,NRMN,82.18,63.54,69.40,62.42,98.05,60.78,7,14.94,0.07
2019,5,27,NRMN,80.94,71.40,70.18,66.40,86.54,67.33,8,18.75,0.00
2019,5,28,NRMN,82.98,66.43,71.57,61.26,89.11,67.95,8,19.89,0.02
2019,5,29,NRMN,75.16,58.19,72.08,57.54,98.63,78.98,8,16.73,0.25
2019,5,30,NRMN,79.70,54.84,61.15,47.75,100.00,32.72,-996,11.78,0.00
2019,5,31,NRMN,84.27,57.40,62.44,54.28,95.86,39.20,-996,9.86,0.00
2019,6,1,NRMN,85.46,62.64,71.54,59.38,92.85,55.12,8,32.70,0.16
2019,6,2,NRMN,86.04,65.19,66.41,61.89,97.14,46.93,-996,8.60,0.00
2019,6,3,NRMN,87.08,66.20,71.67,64.09,96.07,54.12,-996,14.50,0.00
2019,6,4,NRMN,83.17,66.07,70.01,62.69,95.63,59.24,8,19.60,0.31
2019,6,5,NRMN,87.73,68.52,72.79,66.96,97.56,50.59,8,14.76,0.01
2019,6,6,NRMN,75.54,65.91,70.30,62.97,97.30,68.29,15,16.93,0.10
2019,6,7,NRMN,87.19,65.68,68.65,62.98,96.79,47.48,0,14.09,0.01
2019,6,8,NRMN,88.03,63.37,67.99,61.64,94.86,46.29,-996,9.69,0.00
2019,6,9,NRMN,83.25,64.02,69.64,54.20,99.53,49.90,0,40.51,1.54
2019,6,10,NRMN,76.14,58.05,55.38,45.43,86.22,35.53,0,18.07,0.00
2019,6,11,NRMN,79.34,56.28,60.24,50.95,93.43,41.39,-996,14.56,0.00
2019,6,12,NRMN,-996.00,-996.00,-996.00,-996.00,97.09,34.41,-996,-996.00,0.36
2019,6,13,NRMN,80.51,54.86,56.87,50.16,91.14,35.81,-996,12.01,0.00
2019,6,14,NRMN,85.96,62.17,70.58,53.16,93.09,57.05,7,19.80,0.41
2019,6,15,NRMN,86.88,65.64,74.09,62.27,90.21,61.45,8,29.93,0.16
2019,6,16,NRMN,79.50,62.47,67.35,61.92,98.67,58.84,-996,14.42,0.94
2019,6,17,NRMN,83.37,63.75,68.47,62.93,99.42,50.76,-996,10.30,0.00
2019,6,18,NRMN,87.91,66.20,69.53,64.00,99.02,47.78,-996,12.71,0.00
2019,6,19,NRMN,85.03,62.65,69.00,61.88,97.93,50.10,-996,26.69,0.71
2019,6,20,NRMN,91.96,67.86,78.33,66.20,95.48,60.30,7,14.02,0.00
2019,6,21,NRMN,91.76,79.09,76.58,71.70,91.28,55.40,8,22.62,0.00
2019,6,22,NRMN,90.59,76.68,76.28,67.82,87.47,49.66,8,19.89,0.00
2019,6,23,NRMN,79.16,67.05,74.43,65.26,98.19,75.27,-996,17.39,0.96
2019,6,24,NRMN,83.86,64.06,68.59,56.58,99.67,43.32,5,10.61,0.00
2019,6,25,NRMN,88.39,69.31,72.94,68.30,98.00,54.94,7,12.30,0.00
2019,6,26,NRMN,-996.00,-996.00,-996.00,-996.00,-996.00,-996.00,-996,-996.00,0.00
2019,6,27,NRMN,88.86,71.60,73.50,69.32,93.47,54.44,8,13.45,0.00
2019,6,28,NRMN,91.71,73.45,74.03,69.73,91.81,52.70,8,13.49,0.00
2019,6,29,NRMN,92.64,72.64,73.74,66.34,88.16,46.45,5,12.41,0.00
2019,6,30,NRMN,86.97,72.03,71.93,66.71,98.22,53.52,6,12.91,0.00
2019,7,1,NRMN,87.78,70.36,71.10,67.28,92.60,53.17,7,12.77,0.00
2019,7,2,NRMN,90.54,72.55,72.92,67.85,94.44,50.51,8,13.79,0.16
2019,7,3,NRMN,89.44,72.46,74.34,68.14,91.27,56.68,8,18.59,0.00
2019,7,4,NRMN,90.34,73.36,75.05,70.07,90.62,57.47,7,12.90,0.00
2019,7,5,NRMN,90.01,74.64,76.54,71.10,88.92,57.89,7,14.12,0.00
2019,7,6,NRMN,87.73,69.37,74.30,65.31,93.60,57.30,-996,17.23,0.00
2019,7,7,NRMN,91.29,70.41,73.05,68.49,98.84,50.98,-996,16.97,0.00
2019,7,8,NRMN,90.91,71.78,75.26,64.47,93.73,48.93,8,14.80,0.00
2019,7,9,NRMN,93.83,73.22,76.69,69.05,91.09,54.70,7,14.48,0.00
2019,7,10,NRMN,95.05,76.42,77.69,70.73,89.54,50.19,7,14.16,0.00
2019,7,11,NRMN,89.44,69.39,72.98,60.96,93.59,40.92,2,14.28,0.00
2019,7,12,NRMN,88.09,64.54,66.82,60.77,95.79,40.82,-996,11.33,0.00
2019,7,13,NRMN,89.80,66.06,70.11,58.16,96.56,40.84,-996,12.92,0.00
2019,7,14,NRMN,88.29,71.17,73.34,67.47,94.21,53.66,3,14.32,0.00
2019,7,15,NRMN,91.49,67.86,70.97,66.32,97.38,44.89,-996,12.16,0.00
2019,7,16,NRMN,99.52,70.32,73.68,66.68,95.05,35.97,-996,11.05,0.00
2019,7,17,NRMN,96.37,77.45,73.70,68.46,78.81,44.12,8,16.04,0.00
2019,7,18,NRMN,95.86,77.77,72.02,66.54,80.69,43.46,8,17.94,0.00
2019,7,19,NRMN,96.64,77.22,71.42,64.33,80.34,36.13,8,17.40,0.00
2019,7,20,NRMN,96.57,76.71,72.22,64.88,81.91,36.57,8,18.28,0.00
2019,7,21,NRMN,98.73,74.66,70.33,63.47,85.41,32.65,9,16.19,0.00
2019,7,22,NRMN,87.39,69.62,71.80,56.88,96.31,36.86,1,19.22,0.00
2019,7,23,NRMN,85.15,63.93,62.58,53.58,78.71,36.47,1,14.28,0.00
2019,7,24,NRMN,87.04,57.06,61.34,52.21,96.65,33.05,-996,10.95,0.00
2019,7,25,NRMN,86.95,64.92,59.64,51.72,79.84,31.77,7,12.28,0.00
2019,7,26,NRMN,87.71,64.35,60.66,52.78,74.15,31.43,7,10.97,0.00
2019,7,27,NRMN,91.27,68.00,64.26,57.69,78.18,34.23,7,13.04,0.00
2019,7,28,NRMN,95.29,71.94,70.90,60.64,79.41,35.36,7,15.43,0.00
2019,7,29,NRMN,97.88,74.68,74.38,66.14,91.34,36.96,-996,15.82,0.02
2019,7,30,NRMN,96.13,72.12,74.93,64.97,97.22,39.17,-996,13.16,0.00
2019,7,31,NRMN,97.70,73.17,73.31,64.77,83.42,35.59,7,12.83,0.00
2019,8,1,NRMN,96.64,75.22,71.91,67.63,80.24,41.83,7,13.49,0.00
2019,8,2,NRMN,91.53,75.60,74.13,69.26,86.66,51.76,7,14.73,0.01
2019,8,3,NRMN,84.24,71.13,72.75,65.88,93.02,55.44,4,15.66,0.00
2019,8,4,NRMN,90.64,68.00,72.09,66.69,98.00,47.65,-996,10.55,0.00
2019,8,5,NRMN,95.70,70.29,72.30,66.40,97.67,39.92,-996,11.27,0.00
2019,8,6,NRMN,98.82,77.20,73.20,63.85,84.75,33.68,8,12.02,0.00
2019,8,7,NRMN,101.91,77.34,71.97,66.74,81.87,33.35,8,13.11,0.00
2019,8,8,NRMN,91.87,78.15,76.05,68.98,91.41,52.60,8,12.42,0.00
2019,8,9,NRMN,91.26,74.57,77.13,71.45,95.78,59.31,4,16.14,0.12
2019,8,10,NRMN,102.88,76.37,75.92,65.81,95.10,31.48,7,11.14,0.00
2019,8,11,NRMN,102.33,77.59,71.42,65.96,78.25,32.74,8,13.85,0.00
2019,8,12,NRMN,103.84,76.64,70.25,62.84,77.21,26.87,8,16.05,0.00
2019,8,13,NRMN,87.46,74.41,74.14,64.63,94.85,51.38,1,14.46,0.11
2019,8,14,NRMN,93.27,68.29,73.80,64.98,91.26,41.82,4,16.27,0.00
2019,8,15,NRMN,97.25,68.61,70.59,63.57,93.11,35.45,-996,12.87,0.00
2019,8,16,NRMN,99.46,76.24,71.60,63.35,75.03,34.52,7,16.70,0.00
2019,8,17,NRMN,100.67,74.44,72.34,59.93,80.75,37.09,8,32.17,0.02
2019,8,18,NRMN,97.56,74.88,77.57,64.97,94.87,42.93,7,18.72,0.08
2019,8,19,NRMN,101.16,77.99,73.27,67.59,76.25,35.49,7,12.52,0.00
2019,8,20,NRMN,100.96,76.86,71.88,65.29,78.18,33.29,7,14.28,0.00
2019,8,21,NRMN,100.51,73.78,70.36,61.61,82.57,28.59,7,13.13,0.00
2019,8,22,NRMN,94.42,71.19,73.51,64.59,96.70,41.02,4,17.45,0.64
2019,8,23,NRMN,87.60,68.81,70.66,63.59,97.55,46.18,4,19.28,2.15
2019,8,24,NRMN,89.47,69.85,75.22,68.47,97.42,55.40,6,17.30,0.00
2019,8,25,NRMN,87.66,66.15,73.51,63.97,97.37,57.36,6,23.82,0.70
2019,8,26,NRMN,97.70,68.52,77.06,63.79,95.12,47.08,7,33.89,1.34
2019,8,27,NRMN,78.94,70.25,71.63,62.70,96.29,74.69,2,17.43,0.06
2019,8,28,NRMN,87.69,66.13,71.97,60.57,88.66,51.92,4,9.85,0.00
2019,8,29,NRMN,92.08,74.41,75.24,70.54,90.71,56.07,7,13.04,0.00
2019,8,30,NRMN,80.33,66.31,71.56,64.81,97.87,73.21,7,24.61,1.38
2019,8,31,NRMN,83.03,67.21,72.14,66.14,97.97,66.04,3,11.19,0.00
2019,9,1,NRMN,88.86,68.16,71.89,66.36,95.40,50.85,6,7.98,0.00
2019,9,2,NRMN,91.42,70.32,72.49,66.89,95.00,47.70,-996,9.50,0.00
2019,9,3,NRMN,91.81,69.80,71.95,63.83,93.70,41.85,8,11.59,0.00
2019,9,4,NRMN,92.12,67.75,72.43,61.46,98.17,36.87,-996,9.99,0.00
2019,9,5,NRMN,92.01,68.99,70.53,60.63,91.32,36.04,-996,11.22,0.00
2019,9,6,NRMN,95.02,69.28,68.04,61.29,83.54,33.87,8,11.07,0.00
2019,9,7,NRMN,94.05,69.87,70.64,61.84,86.44,34.78,-996,12.71,0.00
2019,9,8,NRMN,92.71,70.38,68.98,57.93,73.33,31.44,7,14.24,0.00
2019,9,9,NRMN,90.66,72.75,68.83,63.63,73.99,43.46,7,16.36,0.00
2019,9,10,NRMN,89.55,72.84,71.55,66.32,82.98,47.95,7,15.69,0.00
2019,9,11,NRMN,89.28,71.56,69.90,64.14,86.13,44.35,8,16.07,0.00
2019,9,12,NRMN,90.61,69.49,71.15,65.70,94.94,47.73,8,20.31,0.10
2019,9,13,NRMN,82.51,66.88,70.85,65.79,97.27,61.45,4,10.91,0.62
2019,9,14,NRMN,89.92,67.77,71.26,64.14,97.86,45.26,7,13.11,0.00
2019,9,15,NRMN,91.83,72.05,70.29,62.33,77.73,39.30,7,10.01,0.00
2019,9,16,NRMN,91.17,72.03,71.35,64.36,81.79,44.54,7,11.72,0.00
2019,9,17,NRMN,90.50,68.97,69.72,63.76,87.66,43.72,7,12.69,0.00
2019,9,18,NRMN,90.50,68.56,71.28,65.50,92.62,48.59,-996,11.77,0.00
2019,9,19,NRMN,88.61,69.80,71.21,64.22,94.66,46.33,6,14.28,0.00
2019,9,20,NRMN,80.76,69.46,73.16,65.08,98.05,72.15,7,16.43,0.27
2019,9,21,NRMN,86.34,69.13,74.35,66.83,97.03,57.41,8,14.99,0.71
2019,9,22,NRMN,85.12,72.84,73.81,68.92,95.20,65.12,8,16.27,0.11
2019,9,23,NRMN,86.63,70.48,73.93,69.99,99.17,65.08,6,11.52,0.15
2019,9,24,NRMN,86.32,72.61,74.16,69.30,98.75,58.38,8,15.84,1.14
2019,9,25,NRMN,92.10,70.88,73.42,68.50,95.33,51.39,8,14.59,0.00
2019,9,26,NRMN,86.99,68.18,70.26,64.67,90.24,54.50,7,17.01,0.00
2019,9,27,NRMN,90.90,73.81,71.16,62.65,78.76,48.58,8,18.12,0.00
2019,9,28,NRMN,87.60,74.30,72.99,67.38,89.61,58.14,8,13.79,0.00
2019,9,29,NRMN,86.85,73.80,75.65,68.55,87.48,62.22,7,17.37,0.01
2019,9,30,NRMN,87.13,73.76,71.81,67.18,83.84,58.46,8,15.32,0.00
2019,10,1,NRMN,86.77,73.56,71.71,66.43,88.60,56.19,7,15.98,0.00
2019,10,2,NRMN,88.52,72.91,71.46,65.43,85.59,49.30,8,15.65,0.00
2019,10,3,NRMN,77.11,56.91,66.82,54.00,91.10,65.38,1,14.80,0.00
2019,10,4,NRMN,83.64,55.72,69.84,53.78,94.16,57.70,1,10.38,0.00
2019,10,5,NRMN,87.76,67.19,69.53,51.92,95.75,46.96,7,15.63,0.00
2019,10,6,NRMN,69.24,53.51,60.99,41.98,93.48,48.26,1,22.50,0.00
2019,10,7,NRMN,71.35,46.11,45.98,38.64,87.47,32.19,-996,12.61,0.00
2019,10,8,NRMN,74.97,43.03,52.40,40.13,96.12,35.47,-996,14.75,0.00
2019,10,9,NRMN,80.55,60.08,65.42,47.34,85.61,58.47,7,20.56,0.02
2019,10,10,NRMN,78.69,43.47,72.52,33.38,92.17,53.65,15,25.97,0.14
2019,10,11,NRMN,54.95,34.01,33.13,17.87,84.54,24.15,-996,26.40,0.00
2019,10,12,NRMN,65.86,29.75,31.36,20.46,89.39,18.84,-996,14.75,0.00
2019,10,13,NRMN,77.52,41.93,49.18,30.20,73.87,26.33,8,11.80,0.00
2019,10,14,NRMN,79.12,53.65,64.38,47.63,93.60,45.74,7,13.84,0.00
2019,10,15,NRMN,82.49,52.61,68.85,35.43,98.50,41.26,8,23.13,0.00
2019,10,16,NRMN,65.84,42.23,43.58,33.32,94.00,31.12,-996,13.54,0.00
2019,10,17,NRMN,76.80,43.13,44.47,35.13,92.34,22.82,7,12.47,0.00
2019,10,18,NRMN,74.98,48.36,50.27,38.41,87.72,27.41,7,18.25,0.04
2019,10,19,NRMN,73.63,47.44,53.20,44.76,95.13,40.89,-996,18.57,0.00
2019,10,20,NRMN,82.71,44.02,65.36,35.48,98.69,34.43,-996,23.55,0.10
2019,10,21,NRMN,69.82,39.57,36.43,20.65,81.96,16.23,13,22.39,0.00
2019,10,22,NRMN,70.97,36.82,35.44,23.81,67.02,17.89,-996,14.98,0.00
2019,10,23,NRMN,78.06,48.52,55.71,32.19,88.45,38.29,8,21.61,0.05
2019,10,24,NRMN,58.33,41.88,54.90,40.24,97.40,87.76,1,24.99,1.79
2019,10,25,NRMN,45.60,41.07,44.59,40.00,97.63,94.51,0,19.82,1.89
2019,10,26,NRMN,64.38,43.60,44.44,36.37,96.87,39.48,15,14.22,0.19
