YEAR,MONTH,DAY,STID,TMAX,TMIN,DMAX,DMIN,HMAX,HMIN,PDIR,WSMX,WSMN,RAIN
2017,1,23,NRMN,61.68,25.64,34.64,23.92,99.2,27.93,-996,15.97,0,0
2017,1,24,NRMN,74.79,43.34,38.39,22.98,73.41,22.08,7,23.24,7.1,0
2017,1,25,NRMN,45.49,29.94,33.86,20.12,72.57,36.87,14,20.24,6.1,0
2017,1,26,NRMN,44.97,22.53,24.45,15.47,86.4,31.74,14,17.46,0.7,0
2017,1,27,NRMN,49.41,24.14,22.52,9.26,77.96,21,14,20.98,2.62,0
2017,1,28,NRMN,53.73,26.03,27.1,13.09,81.4,27.98,13,20.71,4.52,0
2017,1,29,NRMN,66.63,35.16,30.46,20.99,68.09,20.08,13,19.19,1.21,0
2017,1,30,NRMN,75.43,30.66,29.01,16.12,83.5,11.34,10,16.2,0.46,0
2017,1,31,NRMN,72.88,34.91,33.1,21.47,72.58,17.34,-996,11.84,0,0
2017,2,1,NRMN,57.94,35.69,33.53,24.37,80.3,34.41,1,20.71,0.25,0
2017,2,2,NRMN,38.11,29.67,23.98,9.2,73.7,34.79,1,21.74,6.44,0
2017,2,3,NRMN,44.53,25.07,15.08,6.16,54.77,22.13,1,14.31,3.96,0
2017,2,4,NRMN,53.6,28.62,40.47,13.08,84.2,44.09,8,19.69,3.51,0
2017,2,5,NRMN,59.18,38.34,52.5,35.66,100,73.76,8,10.28,2.12,0.01
2017,2,6,NRMN,77.5,47.39,56.58,35.57,100,27.65,9,19.8,4.96,0.01
2017,2,7,NRMN,74.52,45.47,42.2,27,63.81,17.95,7,12.06,1.28,0
2017,2,8,NRMN,56.64,29.46,37.63,18.43,83.4,36.99,0,27.31,1.82,0
2017,2,9,NRMN,56.48,24.04,28.93,16.9,78.08,26.5,8,16.03,2.9,0
2017,2,10,NRMN,75.94,45.72,54.03,29.02,70.45,28.5,8,25.46,9.56,0
2017,2,11,NRMN,88.29,57.85,55.83,38.88,84.3,20.33,9,17.19,5.97,0
2017,2,12,NRMN,68.94,44.79,54.13,16.07,77.56,21.65,1,28.97,5.92,0
2017,2,13,NRMN,54.7,40.54,41.71,16.98,100,31.46,2,13.42,1.32,0.65
2017,2,14,NRMN,42.19,37.6,41.87,35.21,100,89.4,1,20.07,4.78,0.73
2017,2,15,NRMN,55.53,33.72,35.43,24.93,93.8,31.61,15,13.67,1.37,0
2017,2,16,NRMN,68.41,34.05,35.12,26.58,82.6,23.59,9,17.65,1.17,0
2017,2,17,NRMN,71.04,42.38,48.26,34.62,78.36,30.72,8,14.18,4.43,0
2017,2,18,NRMN,67.73,49.46,53.28,47.32,95.3,56.3,6,10.85,1.44,0
2017,2,19,NRMN,72.64,51.08,62.94,50.22,100,67.7,6,17.82,0.65,0.77
2017,2,20,NRMN,63.95,45.79,59.36,45.37,100,67.31,8,17.39,0,0.53
2017,2,21,NRMN,71.47,43.73,50.55,33.34,100,25.82,15,16.02,0,0
2017,2,22,NRMN,82,39.15,45.07,35.07,93.6,19.19,-996,18.39,0,0
2017,2,23,NRMN,87.37,48.13,48.05,33.25,74.73,17.16,8,23.6,3.75,0
2017,2,24,NRMN,51.44,31.62,39.91,21.45,81,33.58,15,24.36,4.39,0
2017,2,25,NRMN,48.85,23.14,24.24,9.36,84.1,19.82,0,18.25,1.2,0
2017,2,26,NRMN,59.86,37.14,38.33,16.27,78.32,37.06,7,15.74,1.15,0
2017,2,27,NRMN,73.65,39.94,61.17,33.93,98.2,50.67,7,19.37,2.9,0
2017,2,28,NRMN,72.19,60.22,63.73,32.56,99.5,26.13,8,20.54,7,0
2017,3,1,NRMN,68.86,35.33,39.7,6.15,61.45,11.81,-996,30.82,0.1,0
2017,3,2,NRMN,63.7,25.67,30.13,7.8,84.3,11.43,-996,8.71,0,0
2017,3,3,NRMN,68.52,29.36,31.83,14.42,86.2,13.62,-996,19.28,0,0
2017,3,4,NRMN,63.88,45.69,48.95,18.95,92.6,18.16,8,23.31,6.71,0
2017,3,5,NRMN,58.96,51.48,58.47,48.99,100,88.9,8,18.16,9.28,0.03
2017,3,6,NRMN,80.04,55.58,61.1,11.12,98.5,16.62,8,28.39,9.33,0.01
2017,3,7,NRMN,63.63,36.61,22.6,-1.31,42.38,7.67,0,19.66,0.98,0
2017,3,8,NRMN,74.73,40.76,43.93,11.06,52.69,14.58,8,20.04,3.95,0
2017,3,9,NRMN,81.45,54.7,61.95,42.06,89.5,45.6,9,20.07,2.72,0
2017,3,10,NRMN,67.21,43.99,53.45,27.79,84,30.25,2,21.81,3.05,0
2017,3,11,NRMN,53.1,37.03,44.01,31.99,98.6,48.07,2,20.18,5.74,0.01
2017,3,12,NRMN,48.45,35.69,39.96,32.03,92.3,67.67,8,17.39,1.46,0
2017,3,13,NRMN,47.7,32.58,43.14,17.03,96.2,34.17,15,28.01,0.1,0.02
2017,3,14,NRMN,55.38,28.57,28.16,21.35,86.4,30.74,2,15.35,0,0
2017,3,15,NRMN,60.12,29.87,37.1,25.25,84.8,34.51,7,12.03,3.53,0
2017,3,16,NRMN,73.18,44.27,59.66,36.87,87.7,53.83,7,20.69,7.28,0
2017,3,17,NRMN,79.39,59.74,62.15,55.25,95.6,47.3,8,16.2,0,0
2017,3,18,NRMN,83.61,57.7,63.21,40.1,86.7,37.61,7,13.52,3.24,0
2017,3,19,NRMN,87.01,61.16,63.41,53.7,95.5,32.71,8,18.86,6.95,0
2017,3,20,NRMN,90.1,63.52,60.7,41.63,73.56,25.91,9,21.05,3.45,0
2017,3,21,NRMN,84.52,55.33,58.42,43.18,75.71,39.92,8,18.41,2.53,0
2017,3,22,NRMN,73.69,51.35,58.12,41.06,85.8,52.03,6,15.77,6.41,0
2017,3,23,NRMN,83.16,56.19,60.09,39.09,92,26.68,7,26.19,9.07,0
2017,3,24,NRMN,77.88,53.22,59.07,24.38,95,14.44,8,23.71,1.59,0.06
2017,3,25,NRMN,60.84,46.81,52.13,41.85,95.9,55.1,14,25.99,2.31,0.03
2017,3,26,NRMN,77.31,42.11,62.58,41.02,96.9,47.72,7,20.38,2.57,0.01
2017,3,27,NRMN,68.99,52.11,51.95,43.33,94.1,44.07,15,20.4,1.66,0
2017,3,28,NRMN,69.03,47.8,63.17,46.5,100,61.25,5,21.21,3.73,3.29
2017,3,29,NRMN,61.39,46.42,55.38,41.08,100,64.82,13,20.6,1.3,0.72
2017,3,30,NRMN,63.07,44.97,46.61,39.48,86,51.88,13,21.3,3.45,0
2017,3,31,NRMN,71.65,42.14,50.23,40.49,96.5,45.27,3,14.82,2.55,0
2017,4,1,NRMN,75.81,45.9,57.11,41.9,100,30.3,3,18.21,1.51,0.62
2017,4,2,NRMN,61.61,53.74,60.37,53.3,100,83.1,15,26.73,1.15,0.36
2017,4,3,NRMN,74.75,51.35,55.27,48.15,100,40.21,12,14.69,0.74,0
2017,4,4,NRMN,76.28,47.12,56.59,42.69,93,48.08,13,21.61,1.08,0
2017,4,5,NRMN,-996,-996,-996,-996,-996,-996,-996,-996,-996,0
2017,4,6,NRMN,70.45,38.23,39.2,25.62,87.03,21.2,-996,10.27,1.17,0
2017,4,7,NRMN,76.42,44.49,47.53,32.24,66.57,30.98,7,17.41,3.65,0
2017,4,8,NRMN,82.04,57.61,59.97,44.25,73.01,43.97,8,23.42,7.6,0
2017,4,9,NRMN,82.78,62.73,62.67,58.66,87.63,47.84,8,21.79,9.19,0
2017,4,10,NRMN,73.08,53.19,62.32,30.49,85.5,21.44,0,22.17,3.86,0
2017,4,11,NRMN,74.19,44.77,45.8,31.44,79.01,22.06,2,10.98,2.41,0
2017,4,12,NRMN,73.99,54,60.15,46.44,99.08,51.1,7,14.62,0.01,0
2017,4,13,NRMN,74.82,58.87,64.11,57.16,98.33,60.3,7,16.14,1,1.12
2017,4,14,NRMN,79.97,60.91,61.29,53.96,97.57,41.44,8,19.91,4.87,0.01
2017,4,15,NRMN,81.03,63.99,64.14,56.89,88.15,52.88,8,18.68,6.33,0
2017,4,16,NRMN,71.98,61.97,65.87,61.3,99.98,76.6,6,15.22,0.17,0
2017,4,17,NRMN,69.6,58.32,64.19,56.7,99.6,69.06,6,19.89,0.64,0
2017,4,18,NRMN,78.75,52.02,63.11,52.02,100,49.42,-996,14.23,0,0.01
2017,4,19,NRMN,77.94,62.44,63.44,60.5,95.92,58.65,8,17.26,7.22,0
2017,4,20,NRMN,73.13,62.78,66.19,57.3,96.32,67.36,8,16.84,0,0
2017,4,21,NRMN,62.91,48.79,60.33,45.46,99.23,85.88,0,42.39,1.01,1.16
2017,4,22,NRMN,59.11,46.26,45.48,38.52,88.31,53.31,0,21.85,4.97,0
2017,4,23,NRMN,69.58,40.2,41.99,32.58,91.23,26.51,14,11.21,2.45,0
2017,4,24,NRMN,75.34,45.72,49.86,37.47,77.41,38.12,7,19.46,2.22,0
2017,4,25,NRMN,83.25,58.42,64.84,49.86,96.96,46.81,8,18.81,0.92,0.59
2017,4,26,NRMN,58.26,41.46,56.39,39.46,98.67,52.7,-996,24.36,0,0.02
2017,4,27,NRMN,69.28,38.28,50.88,37.09,98.45,45.72,-996,19.69,0,0
2017,4,28,NRMN,78.46,57.2,64.59,50.84,93.86,48.02,5,12.9,1.41,0
2017,4,29,NRMN,69.55,47.23,67.52,45.98,99.52,83.71,15,26.96,1.45,1.22
2017,4,30,NRMN,52.9,42.29,46.64,34.22,98.37,58.13,10,31.36,2.55,0.09
2017,5,1,NRMN,72.52,37.7,46.93,32.39,87.68,26.52,13,19.77,0,0
2017,5,2,NRMN,80.64,44.94,58.76,38.99,86.54,38.25,4,15.09,0.06,0
2017,5,3,NRMN,66.45,51.8,58.48,42.63,89.18,57.89,0,25.79,2.93,0
2017,5,4,NRMN,71.04,43.96,48.59,36.32,97.32,29,15,25.66,0.35,0
2017,5,5,NRMN,74.79,44.15,48.6,39.63,92.35,29.51,-996,13.23,0,0
2017,5,6,NRMN,82.63,46.98,52.35,44.45,95.92,29.27,-996,12.76,0,0
2017,5,7,NRMN,83.88,55.17,56.24,47.12,83.08,30.87,7,14.28,1.53,0
2017,5,8,NRMN,81.23,59.02,59.99,53.12,88.29,40.22,7,14.84,3.67,0
2017,5,9,NRMN,81.64,62.11,64.61,57.75,87.53,50.83,8,13.61,1.98,0
2017,5,10,NRMN,76.62,63.09,67.45,61.02,98.02,70.64,7,23.13,2.61,0.48
2017,5,11,NRMN,81.81,57.36,66.81,48.89,97.66,34.27,8,28.45,0.86,0.01
2017,5,12,NRMN,74.98,55.44,57.71,48.05,89.37,43.03,0,23.15,0.45,0
2017,5,13,NRMN,78.31,49.59,53.93,47.55,98.52,37.18,-996,11.14,0,0
2017,5,14,NRMN,85.39,58.55,63.27,51.15,77.6,44.92,7,15.4,5.58,0
2017,5,15,NRMN,88.14,66.92,66.85,57.56,88.33,40.95,7,16.32,5.68,0
2017,5,16,NRMN,78.13,67.84,66.17,58.15,82.32,63.87,7,24.81,7.91,0.03
2017,5,17,NRMN,83.37,61.63,62.35,44.79,98.58,26.36,8,22.97,5.26,0.68
2017,5,18,NRMN,86.22,63.19,69.42,54.03,93.72,51.03,8,37.67,0.07,0.29
2017,5,19,NRMN,75.6,61.29,68.14,55.96,99.18,52.51,7,29.57,1.47,0.47
2017,5,20,NRMN,72.48,52.32,58.82,43.98,93.78,38.16,14,16.02,0,0.03
2017,5,21,NRMN,74.66,47.01,53.76,43.09,98.6,40.38,-996,10.21,0,0
2017,5,22,NRMN,71.6,51.55,60.67,47.95,99.26,49.77,-996,12.66,0,0.06
2017,5,23,NRMN,68.79,52.32,59.18,42.49,99.94,41.92,-996,20.29,0,0
2017,5,24,NRMN,73.87,47.82,49.15,42.15,90.66,34.08,14,19.04,4.02,0
2017,5,25,NRMN,87.44,54.68,61.53,46.81,75.64,38.93,7,21.07,6.2,0
2017,5,26,NRMN,88.02,72.72,69.7,53.94,85.24,39.16,8,16.03,0.89,0
2017,5,27,NRMN,93.06,71.74,74.34,60.47,95.27,43.34,9,23.15,2.2,0
2017,5,28,NRMN,82.4,60.93,63.3,47.95,88.57,31.7,0,27.27,0.93,0
2017,5,29,NRMN,87.31,55.35,60.4,44.52,91.57,24.46,-996,10.63,0,0
2017,5,30,NRMN,85.53,57.49,62.11,50.62,87.6,31.01,8,11.14,0.57,0
2017,5,31,NRMN,86.22,63.99,62.94,56.44,82.22,38.06,8,11.65,0.84,0
2017,6,1,NRMN,86.11,64.29,64.95,59.41,96.31,43.79,6,27.49,0.83,0.02
2017,6,2,NRMN,73.45,63.12,68.94,62.65,100,84.71,5,11.96,1.33,0.02
2017,6,3,NRMN,76.32,66.78,70.43,65.03,99.56,70.4,-996,10.06,0.14,0.17
2017,6,4,NRMN,81.28,67.06,69.04,63.92,99.13,58.99,-996,12.39,0,0.03
2017,6,5,NRMN,85.41,67.89,68.75,65.18,99.67,52.72,1,15.7,3.2,0
2017,6,6,NRMN,91.54,62.91,68.07,58.76,98.59,34.18,0,17.18,0.72,0
2017,6,7,NRMN,82.45,62.08,62.11,50.38,77.9,34.26,2,12.21,1.23,0
2017,6,8,NRMN,82.81,54.45,58.6,51.56,95.51,37.7,-996,10.69,0,0
2017,6,9,NRMN,82.72,66.07,66.17,56.76,84.71,55.73,7,15.34,3.76,0
2017,6,10,NRMN,87.78,67.91,69.68,63.79,88.04,52.9,7,18.37,6.81,0
2017,6,11,NRMN,88.03,71.28,68.71,62.05,83.73,50.78,7,19.39,7.06,0
2017,6,12,NRMN,89.94,71.29,70.78,63.92,88.12,47.89,7,18.59,5.22,0
2017,6,13,NRMN,90.27,74.59,71.96,66.23,88.87,47.48,8,19.82,5.45,0
2017,6,14,NRMN,91.15,75.29,72.87,70.2,84.37,53.09,8,21.59,5.53,0
2017,6,15,NRMN,94.62,74.57,74.85,69.44,85.94,48.87,8,16.98,0.68,0
2017,6,16,NRMN,95.14,69.12,72.72,62.38,81.95,36.27,8,19.19,4.04,0
2017,6,17,NRMN,91.9,76.53,75.89,69.51,83.19,57.16,8,18.95,4.55,0
2017,6,18,NRMN,79.41,70.29,74.51,59.77,91.38,58.72,2,21.05,3.6,0
2017,6,19,NRMN,88.95,59.05,61.91,54.56,97.12,31.35,4,15.55,0.03,0
2017,6,20,NRMN,91.58,63.21,69.64,56.91,91.74,33.21,-996,12.24,0,0
2017,6,21,NRMN,92.84,66.9,65.54,49.75,83.48,24.24,6,15.31,0.28,0
2017,6,22,NRMN,90.63,65.28,71.35,61.44,91.74,47.96,-996,11.16,0,0
2017,6,23,NRMN,91.89,72.88,72.72,54.62,90.66,35.94,1,21.97,1.74,0
2017,6,24,NRMN,84.85,70.48,57.05,48.83,58.59,30.99,4,14.2,5.16,0
2017,6,25,NRMN,87.17,62.44,59.07,46.35,85.25,27.18,-996,14.58,0,0
2017,6,26,NRMN,87.19,66.06,63.09,53.06,76.75,33.6,7,11.48,0,0
2017,6,27,NRMN,91.92,68.11,70.57,61.37,84.18,43.2,7,14.57,1.2,0
2017,6,28,NRMN,90.99,71.62,69.82,65.15,92.92,45.26,8,19.39,6.75,0
2017,6,29,NRMN,92.32,73.8,72.1,66.55,85.09,47.75,7,17.24,8.06,0
2017,6,30,NRMN,90.01,72.16,73.5,61.54,98.07,51.76,6,17.88,1.85,0.42
2017,7,1,NRMN,87.82,70.14,71.65,62.63,98.77,46.63,7,10.73,0.19,0
2017,7,2,NRMN,90.54,70.45,74.92,67.54,96.67,54.02,7,16.75,0.83,0
2017,7,3,NRMN,92.1,68.18,75.82,66.65,98.98,45.32,6,26.31,0.89,0.94
2017,7,4,NRMN,85.42,66.04,69.92,63.64,98.68,50.72,-996,20.65,0.15,0.01
2017,7,5,NRMN,89.91,70.95,72.11,65.88,93.01,46.05,3,11.78,0.3,0
2017,7,6,NRMN,92.59,70.2,72.08,63.87,96.4,40.31,-996,9.39,0,0
2017,7,7,NRMN,95,70.38,72.54,62.95,94.68,35.4,8,10.55,1.04,0
2017,7,8,NRMN,88.56,71.55,76.54,65.68,90.19,55.97,5,19.71,0.09,0.03
2017,7,9,NRMN,91.18,69.31,74.7,68.19,97.27,52.66,7,13.29,0.14,0
2017,7,10,NRMN,92.7,71.06,74.26,68.41,92.97,46.63,8,14.31,3.93,0
2017,7,11,NRMN,95.86,74.41,74.24,66.45,92.17,39.08,8,14.88,4.93,0
2017,7,12,NRMN,95.47,76.69,71.74,67.27,82.44,41.11,8,15.36,5.14,0
2017,7,13,NRMN,96.04,73.96,71.78,65.94,89.62,39.09,8,13.86,4.02,0
2017,7,14,NRMN,96.94,74.61,75.14,64.82,82.66,35.61,8,10.97,2.2,0
2017,7,15,NRMN,96.24,71.31,75.97,66.85,91.48,48.22,7,31.97,0.2,0.93
2017,7,16,NRMN,92.82,72.27,74.71,67.83,96.16,44.93,-996,10.53,0,0
2017,7,17,NRMN,93,74.66,74.51,66.4,92.26,42.29,7,13.67,1.7,0
2017,7,18,NRMN,94.35,74.5,73.29,65.88,77.31,41.29,7,12.89,4.34,0
2017,7,19,NRMN,96.35,75.47,74.19,64.15,90.09,36.06,7,11.87,3.62,0
2017,7,20,NRMN,98.28,76.55,71.91,63.67,79.93,33.59,8,13.02,4.55,0
2017,7,21,NRMN,99.79,77.09,72.37,64.92,78.8,32.5,8,12.79,5.22,0
2017,7,22,NRMN,100.69,76.89,72.79,63.24,78.56,30.75,8,13.16,5.16,0
2017,7,23,NRMN,96.78,74.41,73.13,68.46,91.18,42.38,8,22.7,0.13,0.52
2017,7,24,NRMN,91.4,68.94,73,67.43,98.63,49.39,-996,10.22,0,0
2017,7,25,NRMN,95.41,74.86,73.64,66.4,92.11,39.87,7,13.03,3.31,0
2017,7,26,NRMN,97.74,76.06,73.64,68.81,81.94,41.23,8,15.24,5.58,0
2017,7,27,NRMN,98.74,78.12,73.51,66,75.91,35.4,8,14.01,0,0
2017,7,28,NRMN,95.04,78.67,75.84,70.09,90.43,47.67,1,12.66,0.95,0
2017,7,29,NRMN,92.34,72.88,73.32,57.41,86.14,32.57,3,14.59,3.21,0
2017,7,30,NRMN,90.18,70.72,67.01,59.47,73.93,36.95,3,12.46,0.88,0
2017,7,31,NRMN,87.1,71.15,66.35,60.56,80.97,42.77,5,10.43,0.5,0
2017,8,1,NRMN,75.9,66.9,70.19,63.03,97.55,65.25,-996,13.35,0,0.36
2017,8,2,NRMN,86.11,69.21,70.19,64.25,98.24,51.79,-996,12.15,0.57,0
2017,8,3,NRMN,92.35,66.97,70.46,59.37,97.65,34.59,-996,13.49,0.99,0.03
2017,8,4,NRMN,86.4,68.56,70.35,63.37,96.24,50,4,13.29,1.03,0.02
2017,8,5,NRMN,97.21,71.13,71.46,62.99,91.66,34.58,8,19.06,4.83,0
2017,8,6,NRMN,86.14,70.92,73.19,68.62,98.29,61.32,2,24.2,0.75,1.22
2017,8,7,NRMN,83.59,68.92,69,63.35,95.67,54.99,2,17.94,2.82,0
2017,8,8,NRMN,85.66,67.55,68.94,63.53,94.9,49.26,1,10.89,2.83,0
2017,8,9,NRMN,87.76,65.86,70.15,64.46,97.61,47.78,-996,11.52,0,0
2017,8,10,NRMN,90.81,71.96,75.33,67.12,96.74,53.68,6,13.65,0.64,0.36
2017,8,11,NRMN,87.73,68.16,73.53,68.1,100,56.11,0,28.05,0.67,1.6
2017,8,12,NRMN,75.02,68.68,71.43,67.4,98.64,85.96,3,12.56,1.31,1.63
2017,8,13,NRMN,85.55,69.71,73.56,68.31,98.58,61.4,-996,9.3,0.23,0.01
2017,8,14,NRMN,87.13,71.76,73.71,67.9,97.96,56.75,6,12,0.28,0
2017,8,15,NRMN,91.02,71.46,76.01,69.85,99.17,59.74,6,17.14,1.59,0
2017,8,16,NRMN,90.09,70.54,76.63,68.6,97.96,61.33,8,35.66,2.5,0.87
2017,8,17,NRMN,90.16,67.98,72.84,63.86,100,42.6,-996,8.85,0,0
2017,8,18,NRMN,91.6,72.59,74.31,64.33,98.85,49.11,8,13.63,0.74,0
2017,8,19,NRMN,96.01,73.81,75,69.74,96.47,43.37,8,11.19,2.32,0
2017,8,20,NRMN,92.48,74.7,74.12,68.93,88.89,47.35,8,13.83,3.19,0
2017,8,21,NRMN,91.42,75.43,73.47,69.89,89.5,51.17,7,14.25,4.78,0
2017,8,22,NRMN,92.57,69.98,72.93,68.99,98.93,49.58,8,27.98,0.06,2.06
2017,8,23,NRMN,83.8,68.79,71.6,61.02,98.54,55.23,2,10.33,0,0
2017,8,24,NRMN,85.41,64.18,72.2,60.2,98.3,52.97,-996,9.91,0.12,0
2017,8,25,NRMN,79.23,67.87,71.06,64.36,95.41,70.6,5,12.71,0.47,0.27
2017,8,26,NRMN,84.02,68.41,70.2,65,96.88,57.51,-996,9.56,0.89,0
2017,8,27,NRMN,86.92,65.3,70.15,64.8,99.38,50.65,-996,9.95,0.02,0
2017,8,28,NRMN,85.17,65.64,69.34,55.67,96.76,38.18,1,16.3,1.08,0
2017,8,29,NRMN,81.84,61.23,63.76,57.67,89.53,45.93,1,12.8,2.45,0
2017,8,30,NRMN,82.27,60.4,63.83,58.2,93.21,49.08,1,15.7,2.94,0
2017,8,31,NRMN,83.26,63.32,64.6,59.43,92.89,45.82,1,14.91,0,0
2017,9,1,NRMN,83.23,58.73,63.64,58.07,99.36,47.04,-996,8.93,0,0
2017,9,2,NRMN,85.98,67.91,69.91,60.69,96.36,49.36,6,10.57,1.13,0.04
2017,9,3,NRMN,90.1,64.89,70.73,64.3,99.72,48.33,-996,8.44,0,0
2017,9,4,NRMN,91.67,69.49,69.51,64.64,90.01,41.92,8,13.38,3,0
2017,9,5,NRMN,77.77,57.07,67.41,42.81,85.65,31.93,-996,20.13,0,0
2017,9,6,NRMN,78.69,50.49,49.69,41.12,81.9,27.17,-996,12.45,0.07,0
2017,9,7,NRMN,82.44,54.43,53.21,46.21,76.78,32.84,8,10.39,1.91,0
2017,9,8,NRMN,82.65,59.63,55.72,51.51,76.11,36.73,8,14.46,3.24,0
2017,9,9,NRMN,83.48,57.4,58.48,52.93,92.82,36.72,7,12.63,0,0
2017,9,10,NRMN,81.28,59.58,58.43,51.69,88.9,36.49,4,11.04,1.05,0
2017,9,11,NRMN,82.85,54.18,57.81,51.21,97.08,34.85,-996,10.26,0,0
2017,9,12,NRMN,78.84,55.06,58.46,48.34,93.85,35.4,-996,10.88,0,0
2017,9,13,NRMN,86.61,53.37,55.96,45.88,95.06,24.84,-996,7.37,0,0
2017,9,14,NRMN,93.47,58.42,65.42,52.73,86.05,34.73,7,14.26,0.24,0
2017,9,15,NRMN,90.45,69.96,68.11,62.82,84.59,44.53,7,17.02,7.11,0.02
2017,9,16,NRMN,90.09,70.74,69.19,64.83,87.96,44.34,7,15.75,3.57,0
2017,9,17,NRMN,84.02,71.13,72.59,65.83,90.2,61.75,7,22.12,2.66,0.07
2017,9,18,NRMN,86.04,65.71,68.87,63.24,97.19,53.88,9,19.42,1.26,0.35
2017,9,19,NRMN,93.4,71.64,74.17,62.98,93.42,44.24,8,18.14,5.91,0
2017,9,20,NRMN,91,73.09,73.88,62.03,87.39,56.01,8,18.88,4.34,0
2017,9,21,NRMN,91.94,76.8,74.41,69.15,83.99,52.88,7,16.03,7.57,0
2017,9,22,NRMN,88.56,70.81,72.09,64.61,94.82,54.71,7,15.2,4.9,0
2017,9,23,NRMN,89.13,70.39,70.59,62.48,85.55,43.2,7,15,4.13,0
2017,9,24,NRMN,87.91,70.56,69.77,62.61,86.32,45.49,7,14.58,3.93,0
2017,9,25,NRMN,86.13,70.07,69.84,62.85,97.77,50.99,7,13.61,0,0.05
2017,9,26,NRMN,70.79,61.81,69.89,61.22,99.02,94.94,0,18.39,0,1.08
2017,9,27,NRMN,63.84,61.12,63.36,59.43,99.27,93.5,1,15.01,1.72,1.3
2017,9,28,NRMN,68.36,58.41,60.41,53.37,95.55,74.14,1,12.43,2.23,0.03
2017,9,29,NRMN,78.3,58.23,62,49.91,93.84,38.84,-996,9.4,0,0
2017,9,30,NRMN,79.56,56.48,60.63,46.91,100,32.9,-996,10.73,0,0
2017,10,1,NRMN,82.08,62.6,57.59,52.23,69.27,41.12,7,13.34,3.2,0
2017,10,2,NRMN,85.66,64.89,67,54.47,81.98,48.54,7,16.9,5.08,0
2017,10,3,NRMN,85.06,70.14,73.07,65.27,94.83,59.77,7,12.78,5.17,0
2017,10,4,NRMN,74.95,70.99,73.55,70.18,99.55,92.22,7,11.93,1.82,2.33
2017,10,5,NRMN,82.51,69.31,70.21,65.47,98.25,58.21,7,13.02,0.53,0.02
2017,10,6,NRMN,85.3,68.68,68.88,62.53,85.43,54.58,8,15.91,4.4,0
2017,10,7,NRMN,78.85,54.46,65.69,40.76,98.86,27.39,-996,21.99,0,0.2
2017,10,8,NRMN,82.67,50.88,52.08,43.55,91.96,26.02,-996,13.11,0.06,0
2017,10,9,NRMN,86.32,54.48,70.47,41.99,87.23,48.1,7,24.43,5.5,0
2017,10,10,NRMN,61.39,45.37,45.18,38.51,90.88,50.85,-996,25.1,0,0
2017,10,11,NRMN,68.59,41.37,51.14,39.87,96.27,40.1,-996,6.23,0.17,0
2017,10,12,NRMN,81.95,53.11,61.86,49.79,90.06,43.12,7,14.62,3.22,0
2017,10,13,NRMN,86.88,66.22,68.52,59.08,87.07,52.35,8,15.29,4.12,0
2017,10,14,NRMN,88.93,60.73,70.37,58.53,93.44,50.85,8,38.65,6.21,0.17
2017,10,15,NRMN,66.96,45.1,59.12,36.51,96.23,34.39,0,25.37,0,0.28
2017,10,16,NRMN,69.3,42.29,46.09,33.74,93.22,30.08,-996,9.72,0,0
